age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
60,Local-gov,198992,Masters,12,Never-married,Engineer,Husband,White,Male,0,0,20,United-States
49,Private,116372,Assoc-acdm,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,5178,0,46,El-Salvador
57,Private,108808,HS-grad,7,Divorced,Prof-specialty,Husband,White,Male,0,0,28,United-States
55,Private,174209,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,39,United-States
44,Self-emp-inc,51574,HS-grad,7,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,49,United-States
30,Self-emp-not-inc,142264,HS-grad,10,Married-civ-spouse,,Husband,White,Male,0,0,39,United-States
45,Private,173326,9th,9,Divorced,Adm-clerical,Husband,White,Female,15024,0,24,United-States
78,,108293,HS-grad,15,Married-civ-spouse,,Husband,White,Female,0,0,31,United-States
48,Self-emp-not-inc,194608,HS-grad,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
35,Private,456922,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States
34,Private,198028,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,0,0,46,United-States
52,Private,84179,Masters,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States
36,Private,219775,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,1648,53,United-States
40,Private,143266,Some-college,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,38,Poland
33,Private,250423,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,51,United-States
53,Private,193720,HS-grad,10,Widowed,Craft-repair,Husband,White,Female,0,0,46,United-States
38,Private,175796,12th,7,Never-married,Sales,Husband,White,Male,14084,0,38,Jamaica
67,Private,173630,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,52,United-States
40,Private,121568,HS-grad,9,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,22,United-States
26,Private,173593,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,65,Mexico
40,Private,43408,Some-college,11,Divorced,Handlers-cleaners,Husband,White,Female,0,0,65,United-States
46,Private,411950,HS-grad,13,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,48,Canada
43,,178390,HS-grad,10,Never-married,Craft-repair,Husband,White,Female,0,1902,29,United-States
37,,120601,11th,10,Married-spouse-absent,Sales,Husband,Black,Female,0,0,32,United-States
35,Private,79387,Bachelors,2,Divorced,Protective-serv,Husband,White,Male,0,0,24,United-States
32,,325537,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,26,United-States
14,,345789,Bachelors,9,Never-married,Sales,Husband,White,Male,0,0,21,United-States
60,Self-emp-inc,172756,9th,9,Never-married,Other-service,Own-child,White,Female,0,0,48,Greece
52,Private,50748,Bachelors,6,Never-married,Exec-managerial,Unmarried,White,Male,0,0,43,United-States
27,Private,58222,Some-college,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,32,United-States
14,Self-emp-not-inc,634226,HS-grad,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,39,United-States
12,Private,270131,HS-grad,10,Widowed,Transport-moving,Own-child,White,Male,0,0,18,United-States
57,Private,260696,Some-college,11,Married-civ-spouse,Engineer,Husband,White,Male,0,0,42,United-States
28,Self-emp-inc,465334,Bachelors,9,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,United-States
59,Private,163293,7th-8th,13,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,54,United-States
29,Private,194723,Bachelors,10,Never-married,Engineer,Wife,White,Male,0,0,33,United-States
54,Private,39478,HS-grad,13,Divorced,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,0,0,38,United-States
28,Local-gov,201145,Masters,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,56,United-States
37,Private,403911,HS-grad,9,Never-married,Machine-op-inspct,Husband,Black,Male,7298,0,25,United-States
41,Private,182070,Masters,3,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male,0,0,54,United-States
15,Private,377414,10th,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,Mexico
50,Federal-gov,172898,Some-college,4,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
43,Private,200448,Assoc-voc,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,52,United-States
35,State-gov,155403,Bachelors,13,Never-married,Engineer,Own-child,Black,Female,0,0,25,Peru
51,Private,155818,Some-college,7,Never-married,Prof-specialty,Unmarried,White,Female,0,0,33,United-States
51,Private,154897,11th,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,28,United-States
45,Local-gov,92943,Some-college,13,Divorced,,Not-in-family,Black,Female,0,0,52,United-States
12,Private,93287,Bachelors,10,Never-married,Sales,Husband,White,Male,0,0,49,United-States
50,Private,194924,HS-grad,10,Separated,Other-service,Not-in-family,White,Male,25236,0,37,United-States
24,Private,47678,Some-college,10,Married-civ-spouse,Engineer,Not-in-family,White,Female,0,0,57,United-States
38,Private,316793,HS-grad,9,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,50,United-States
54,,417227,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,61,United-States
36,Self-emp-not-inc,331237,Masters,10,Married-civ-spouse,Sales,Husband,White,Female,6497,0,37,United-States
50,Private,293928,HS-grad,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,13,United-States
40,,193537,Some-college,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States
33,Private,105138,Some-college,10,Never-married,Engineer,Wife,Black,Female,0,0,38,United-States
23,Private,308691,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States
34,Private,123291,Masters,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,48,United-States
52,Private,133696,HS-grad,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,0,35,United-States
48,,124987,HS-grad,9,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,54,United-States
32,Private,169408,Bachelors,12,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,55,Philippines
42,Private,205100,HS-grad,10,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,34,United-States
38,Private,32528,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
27,,103260,HS-grad,10,Married-civ-spouse,Engineer,Not-in-family,White,Male,0,0,17,United-States
63,Private,31141,10th,14,Divorced,Sales,Husband,White,Male,0,0,33,Philippines
48,Private,344060,Bachelors,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1980,35,Mexico
35,,234500,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,63,Mexico
45,,311395,HS-grad,11,Never-married,Machine-op-inspct,Husband,White,Male,0,0,56,United-States
30,,179186,Bachelors,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
35,Private,231620,Bachelors,6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States
67,Private,176356,Bachelors,14,Never-married,Craft-repair,Not-in-family,White,Female,0,625,46,United-States
25,Private,105339,Bachelors,10,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States
57,Local-gov,172787,Prof-school,13,Never-married,Craft-repair,Husband,White,Female,0,0,49,United-States
22,Self-emp-not-inc,272531,9th,4,Never-married,Prof-specialty,Own-child,White,Male,0,0,54,United-States
54,Private,361951,HS-grad,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States
37,Private,205883,HS-grad,13,Divorced,Protective-serv,Husband,White,Female,0,0,32,United-States
65,,151364,Prof-school,9,Widowed,Prof-specialty,Husband,White,Male,0,0,50,United-States
26,Local-gov,267426,7th-8th,13,Married-civ-spouse,,Not-in-family,White,Male,0,0,35,United-States
42,Private,209280,Bachelors,15,Divorced,Prof-specialty,Own-child,White,Male,0,0,47,United-States
26,Private,283945,Some-college,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,53,United-States
54,Local-gov,230823,HS-grad,16,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States
60,Private,237428,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,51,United-States
39,Private,103456,HS-grad,14,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,35,United-States
3,Private,181705,Some-college,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,60,United-States
39,Private,145964,HS-grad,13,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,37,United-States
26,Private,170583,HS-grad,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,36,United-States
28,Federal-gov,37869,HS-grad,9,Divorced,Other-service,Husband,Asian-Pac-Islander,Female,0,0,46,United-States
56,Private,272944,Assoc-voc,10,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,42,Dominican-Republic
46,,258364,Assoc-voc,9,Divorced,,Not-in-family,Black,Female,0,0,29,United-States
14,Private,114158,HS-grad,7,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,0,0,31,United-States
22,Private,81132,Some-college,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,45,
34,Private,114045,Some-college,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
52,State-gov,167789,Some-college,13,Never-married,Craft-repair,Husband,White,Female,7298,0,64,United-States
41,Private,117860,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,34,United-States
54,,115831,HS-grad,14,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,51,United-States
32,Private,72436,5th-6th,9,Never-married,Sales,Not-in-family,White,Male,0,0,47,United-States
41,Private,349304,Some-college,11,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,69,United-States
44,Self-emp-not-inc,175414,Some-college,9,Divorced,Tech-support,Husband,Asian-Pac-Islander,Female,5178,0,60,Dominican-Republic
43,Private,197033,HS-grad,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,47,United-States
44,Private,505168,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,71,United-States
53,Private,108838,Bachelors,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,29,United-States
26,Private,45508,Some-college,11,Separated,Craft-repair,Husband,White,Male,0,0,59,United-States
35,Private,273905,HS-grad,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,52,United-States
0,Self-emp-not-inc,390657,Some-college,13,Never-married,,Husband,White,Male,0,0,32,Jamaica
38,,194759,Doctorate,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,33,United-States
20,Private,84250,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,29,United-States
59,Private,121012,Some-college,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,39,United-States
59,Private,206751,Masters,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,1590,47,United-States
28,Self-emp-not-inc,139347,Some-college,13,Never-married,,Not-in-family,White,Male,0,0,36,
53,,339442,Bachelors,10,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,0,0,54,United-States
38,Private,153414,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
69,Private,153589,Some-college,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States
37,State-gov,107584,Some-college,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,0,0,42,United-States
47,,229987,HS-grad,15,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,625,45,United-States
59,Private,367200,Some-college,16,Never-married,Adm-clerical,Own-child,White,Male,7688,0,17,United-States
57,Local-gov,229009,Some-college,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,50,United-States
61,Private,162745,Bachelors,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,67,United-States
35,Private,323269,7th-8th,14,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,0,42,United-States
33,Private,37745,HS-grad,12,Widowed,Craft-repair,Unmarried,White,Male,0,0,53,United-States
37,Self-emp-not-inc,153549,Some-college,9,Never-married,Other-service,Husband,White,Male,0,0,32,United-States
66,Private,183751,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Female,0,0,30,United-States
24,Private,277248,HS-grad,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,47,United-States
22,Private,215495,Bachelors,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,7298,0,32,
42,,187563,Prof-school,13,Never-married,Sales,Husband,Black,Male,0,0,44,United-States
59,Local-gov,321313,HS-grad,10,Widowed,Prof-specialty,Own-child,Black,Male,0,0,28,United-States
48,Private,223851,Doctorate,13,Divorced,Prof-specialty,Wife,White,Male,0,0,53,United-States
10,Private,247752,HS-grad,12,Never-married,Handlers-cleaners,Husband,White,Male,7298,0,43,United-States
77,Private,44728,Some-college,9,Never-married,,Own-child,Black,Female,0,0,29,United-States
58,,197484,HS-grad,12,Divorced,Exec-managerial,Not-in-family,White,Male,7298,0,40,United-States
14,Private,118779,Some-college,9,Divorced,Sales,Not-in-family,White,Male,0,0,24,United-States
24,Self-emp-not-inc,259652,Some-college,6,Separated,Sales,Own-child,White,Female,2387,0,61,United-States
35,Federal-gov,189834,Bachelors,4,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,43,United-States
58,,143939,Some-college,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,7298,0,44,United-States
25,Private,135601,Bachelors,9,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,0,55,United-States
-2,,33610,Bachelors,9,Never-married,Exec-managerial,Husband,White,Male,0,0,39,United-States
13,,355571,10th,11,Married-spouse-absent,Tech-support,Unmarried,Asian-Pac-Islander,Male,0,0,48,United-States
55,Self-emp-not-inc,421967,Bachelors,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,28,United-States
43,,241851,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,27,United-States
47,State-gov,172510,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,64,United-States
36,Self-emp-inc,378045,Bachelors,7,Never-married,Craft-repair,Husband,White,Female,0,0,31,Cambodia
40,Private,261230,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,42,United-States
44,Private,119156,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,0,0,37,United-States
66,Private,115323,11th,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,50,United-States
53,Self-emp-not-inc,148187,Some-college,16,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,14,United-States
25,Private,115815,9th,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,59,United-States
32,Self-emp-inc,321733,9th,9,Widowed,Tech-support,Not-in-family,White,Male,2829,2231,53,United-States
73,,49115,HS-grad,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,41,United-States
49,Local-gov,76017,HS-grad,10,Never-married,,Own-child,White,Male,0,0,40,United-States
28,,255635,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,58,United-States
42,Private,194004,Some-college,14,Widowed,Sales,Husband,White,Female,0,0,18,United-States
27,Private,150817,Bachelors,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,40,United-States
42,Private,130959,7th-8th,10,Married-civ-spouse,,Not-in-family,White,Female,0,0,44,United-States
46,Private,110457,Bachelors,9,Never-married,Sales,Wife,White,Male,0,0,25,United-States
35,Private,41973,Some-college,10,Never-married,Adm-clerical,Wife,White,Female,0,0,46,United-States
47,Private,98012,HS-grad,15,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
35,Private,200681,HS-grad,7,Never-married,Farming-fishing,Husband,White,Male,0,0,42,United-States
45,Private,148995,HS-grad,10,Never-married,Handlers-cleaners,Husband,White,Male,0,0,82,United-States
45,Private,182470,HS-grad,10,Divorced,Adm-clerical,Own-child,Black,Female,0,0,46,United-States
48,Private,163870,Some-college,7,Never-married,Prof-specialty,Husband,White,Male,0,0,28,United-States
42,Private,133758,11th,9,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,53,United-States
62,Private,126528,Masters,5,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,59,United-States
76,Private,307423,Masters,9,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,40,United-States
58,Private,252646,Masters,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,47,United-States
48,Private,211123,Some-college,12,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,54,United-States
41,Private,32365,Some-college,9,Divorced,Prof-specialty,Husband,White,Female,0,0,45,Guatemala
78,Private,328466,Assoc-acdm,10,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,42,United-States
38,Private,167610,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,65,United-States
36,State-gov,26880,Some-college,9,Married-civ-spouse,Engineer,Husband,White,Male,0,0,36,United-States
54,Private,42893,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,20,United-States
27,,224207,Some-college,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,49,United-States
38,Private,107683,Bachelors,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,15024,0,36,United-States
38,Private,132055,Assoc-acdm,4,Never-married,Adm-clerical,Other-relative,White,Female,0,0,77,United-States
55,Private,156464,11th,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,55,United-States
61,Local-gov,163003,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States
44,Self-emp-inc,92143,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,53,
41,State-gov,445728,10th,10,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,35,United-States
37,Private,270059,Bachelors,5,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,41,United-States
20,,186145,Some-college,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,66,United-States
53,Private,143774,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,22,United-States
42,Self-emp-not-inc,167380,HS-grad,15,Divorced,Engineer,Own-child,White,Male,7298,0,55,United-States
50,,138692,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,17,United-States
39,Self-emp-not-inc,193882,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,45,United-States
51,Private,157595,Assoc-voc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States
48,Private,379885,Some-college,9,Never-married,Other-service,Husband,Black,Female,0,0,23,United-States
46,Private,43909,Prof-school,10,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,13,United-States
14,Private,218215,Prof-school,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,53,United-States
34,Private,276973,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,0,0,56,United-States
32,Local-gov,100999,11th,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,27,United-States
36,Private,312131,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States
52,Private,151399,Some-college,13,Never-married,Prof-specialty,Husband,White,Female,0,0,59,Philippines
43,Private,116372,Bachelors,16,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,1902,52,United-States
57,Self-emp-inc,102193,Prof-school,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,28,United-States
38,Private,177063,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,31,United-States
33,Self-emp-inc,193231,Masters,9,Never-married,Other-service,Husband,White,Male,4508,0,62,United-States
51,Private,113631,HS-grad,5,Divorced,,Husband,White,Male,0,0,45,United-States
19,Self-emp-not-inc,186224,HS-grad,14,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,7688,0,39,Ireland
64,Private,304957,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,55,United-States
51,Private,124672,Masters,9,Never-married,Tech-support,Not-in-family,White,Male,0,2174,51,United-States
2,Private,83880,Doctorate,14,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,0,53,United-States
55,Private,163726,11th,10,Never-married,Sales,Husband,White,Male,0,0,47,United-States
36,,1484705,Bachelors,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,61,United-States
55,Private,284916,HS-grad,10,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,49,United-States
15,,274683,HS-grad,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,57,United-States
61,Private,257756,Some-college,9,Married-spouse-absent,Exec-managerial,Husband,Black,Male,0,0,41,United-States
11,Private,128538,Prof-school,10,Married-civ-spouse,Engineer,Not-in-family,White,Female,0,0,65,United-States
20,Private,340599,HS-grad,11,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,55,United-States
33,Local-gov,282398,9th,13,Married-civ-spouse,,Husband,White,Male,3103,0,29,United-States
50,Private,224886,Masters,13,Never-married,Other-service,Not-in-family,White,Female,0,0,28,Cambodia
44,Private,146813,7th-8th,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,44,
17,Private,166880,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,55,United-States
40,State-gov,186376,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,44,United-States
42,Self-emp-not-inc,31840,HS-grad,11,Widowed,Craft-repair,Not-in-family,White,Male,0,0,44,United-States
45,Private,147251,Bachelors,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,36,United-States
59,,118023,Masters,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,68,United-States
39,,183598,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,54,United-States
38,,142370,Some-college,11,Married-civ-spouse,Engineer,Husband,White,Female,0,0,18,United-States
49,Federal-gov,22641,Some-college,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,37,United-States
-10,Private,100135,Some-college,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,52,United-States
23,,488720,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,36,United-States
25,Private,233107,9th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,62,United-States
60,Private,118197,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,7298,0,62,United-States
54,Federal-gov,25139,Assoc-acdm,15,Never-married,Other-service,Husband,White,Male,0,0,54,United-States
46,Self-emp-not-inc,231777,HS-grad,10,Never-married,Exec-managerial,Husband,White,Male,0,0,54,United-States
19,Self-emp-not-inc,199378,Some-college,10,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,54,United-States
52,Private,255193,Masters,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,24,United-States
26,Private,31659,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,38,United-States
42,Self-emp-inc,80356,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States
52,Self-emp-not-inc,84366,HS-grad,10,Divorced,Other-service,Husband,Black,Male,0,0,33,United-States
8,Private,57052,Bachelors,13,Widowed,Other-service,Husband,White,Male,0,0,20,United-States
67,Self-emp-inc,91949,Assoc-acdm,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,36,United-States
47,Private,151540,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,56,United-States
20,Self-emp-not-inc,222618,Masters,9,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,45,United-States
37,State-gov,117477,Doctorate,9,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1974,35,Mexico
35,Private,174274,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-States
29,Private,113364,Some-college,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,45,United-States
25,Private,252058,Some-college,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,30,United-States
48,Private,190762,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Female,0,0,61,United-States
19,,174368,Some-college,13,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,0,0,42,Laos
57,Private,54102,Some-college,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,47,United-States
56,Private,173090,Some-college,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,7688,1602,32,United-States
36,,104232,HS-grad,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,21,United-States
41,Private,171091,Bachelors,13,Divorced,,Husband,White,Female,0,0,26,United-States
45,,175738,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
24,Private,213383,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,35,Canada
21,Self-emp-not-inc,264300,7th-8th,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,54,United-States
46,,125892,Bachelors,13,Married-civ-spouse,Engineer,Other-relative,Other,Male,0,0,48,
53,Private,203451,10th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,21,United-States
34,State-gov,156608,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,64,United-States
32,Private,133963,HS-grad,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,47,United-States
47,Private,268781,12th,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,33,United-States
47,Private,37088,5th-6th,12,Divorced,Engineer,Wife,White,Male,0,0,54,United-States
37,Self-emp-not-inc,410034,HS-grad,10,Never-married,Adm-clerical,Husband,White,Female,0,0,43,United-States
31,,267556,HS-grad,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1740,48,United-States
49,Private,101950,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,El-Salvador
25,Private,349405,HS-grad,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,29,United-States
20,Local-gov,95708,Masters,11,Divorced,Other-service,Husband,White,Male,0,0,47,United-States
48,Private,29841,Some-college,10,Divorced,Sales,Husband,White,Female,0,0,22,United-States
39,Private,325658,Bachelors,6,Widowed,Handlers-cleaners,Husband,White,Male,0,0,42,United-States
18,Private,306639,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
34,Local-gov,196123,9th,8,Divorced,Other-service,Unmarried,White,Male,0,0,36,United-States
57,Private,199011,Some-college,10,Divorced,Engineer,Own-child,White,Male,0,0,36,
24,,196782,HS-grad,11,Never-married,Transport-moving,Own-child,Black,Male,0,0,24,United-States
46,Self-emp-not-inc,168443,7th-8th,13,Married-civ-spouse,Tech-support,Unmarried,Black,Male,0,0,55,Mexico
63,State-gov,125165,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,52,United-States
49,Private,231962,HS-grad,11,Never-married,Engineer,Husband,White,Female,0,0,17,United-States
60,Private,331902,HS-grad,9,Divorced,Tech-support,Own-child,White,Male,0,0,68,United-States
74,Federal-gov,216129,Some-college,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States
31,Private,33474,Masters,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States
